DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
231506735,2023-03-05,2023-03-05,1145,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,H,,Invest Cont,6000    LANKERSHIM                   BL
231510078,2023-05-22,2023-05-22,1000,N Hollywood,"THEFT, PERSON",55,F,W,,Adult Other,11600    ERWIN                        ST
231909873,2023-05-29,2023-05-29,1440,Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41,M,H,,Invest Cont,13800    SAYRE                        ST
220616563,2022-09-25,2022-09-25,1200,Hollywood,ATTEMPTED ROBBERY,18,F,B,KNIFE WITH BLADE 6INCHES OR LESS,Adult Arrest,EL CENTRO
231904027,2023-01-01,2023-01-01,0644,Mission,THEFT OF IDENTITY,37,F,H,,Invest Cont,8700    LANGDON                      AV
231505034,2023-01-27,2023-01-26,0300,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26,F,H,,Invest Cont,11100    AQUA VISTA                   ST
230710270,2023-05-09,2023-05-09,1600,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,F,W,,Invest Cont,7800    BEVERLY                      BL
232110601,2023-06-19,2023-06-17,2315,Topanga,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37,M,H,,Invest Cont,6500    INDEPENDENCE                 AV
231312466,2023-06-18,2023-06-18,1940,Newton,ROBBERY,44,M,A,SEMI-AUTOMATIC PISTOL,Invest Cont,200 W  48TH                         ST
220716867,2022-11-22,2022-11-21,2200,Wilshire,BURGLARY,21,X,X,,Invest Cont,5400 W  6TH                          ST
230306036,2023-02-09,2023-02-02,0001,Southwest,THEFT OF IDENTITY,50,M,O,,Invest Cont,3800 S  WESTERN                      AV
230312943,2023-06-23,2023-06-22,0745,Southwest,THEFT OF IDENTITY,47,X,B,,Invest Cont,4800    OBAMA                        BL
221011847,2022-07-20,2022-07-13,1800,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,M,W,,Invest Cont,VALERIO                      ST
231504617,2023-01-16,2023-01-16,0230,N Hollywood,BURGLARY FROM VEHICLE,29,M,B,,Invest Cont,4400    ENSIGN                       AV
231005131,2023-01-30,2023-01-28,2300,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED,30,M,W,VERBAL THREAT,Invest Cont,5700    ETIWANDA                     AV
220315971,2022-08-31,2022-08-29,0900,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,57,F,B,VERBAL THREAT,Invest Cont,4000    STEVELY                      AV
220517304,2022-12-22,2022-12-22,1015,Harbor,ROBBERY,57,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 W  12TH                         ST
222014472,2022-08-29,2022-08-28,2130,Olympic,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),29,M,W,,Invest Cont,400 S  ST ANDREWS                   PL
221512934,2022-07-28,2022-07-28,1830,N Hollywood,BATTERY - SIMPLE ASSAULT,45,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12700    VANOWEN                      ST
221912464,2022-07-26,2022-07-26,0915,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,MACHETE,Invest Cont,13800    TERRA BELLA                  ST
221918050,2022-12-15,2022-12-07,1400,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),62,M,H,,Invest Cont,8900    MERCEDES                     AV
221610344,2022-07-11,2022-07-11,1630,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8800    REMICK                       AV
220121697,2022-10-02,2022-09-28,1345,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,F,B,,Invest Cont,800 S  HILL                         ST
222116267,2022-11-03,2022-11-03,1515,Topanga,BATTERY - SIMPLE ASSAULT,41,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5300    TOPANGA CANYON               BL
230212949,2023-06-23,2023-06-23,1840,Rampart,BATTERY - SIMPLE ASSAULT,59,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300    LOMA                         DR
231307912,2023-03-18,2023-03-18,1015,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,NAOMI                        AV
221612740,2022-09-25,2022-09-25,2010,Foothill,OTHER ASSAULT,43,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,11000    ARMINTA                      ST
220320931,2022-11-28,2022-08-01,1200,Southwest,THEFT OF IDENTITY,60,M,B,,Invest Cont,4000    SANTA ROSALIA                DR
232004613,2023-01-17,2023-01-17,1835,Olympic,BATTERY - SIMPLE ASSAULT,60,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3100    WILSHIRE                     BL
230405161,2023-02-05,2023-02-05,0015,Hollenbeck,BRANDISH WEAPON,42,F,A,HAND GUN,Adult Arrest,2400 N  BROADWAY
231105560,2023-02-09,2023-02-09,1240,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,W,,Invest Cont,3000    ST GEORGE                    ST
220511161,2022-07-09,2022-06-28,2300,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56,F,C,,Invest Cont,1400 W  LOMITA                       BL
221018032,2022-12-24,2022-12-21,1230,West Valley,BURGLARY FROM VEHICLE,58,F,W,,Invest Cont,16600    VENTURA                      BL
230611621,2023-06-24,2023-06-24,1345,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,51,M,B,VERBAL THREAT,Invest Cont,7200 W  SUNSET                       BL
230904183,2023-01-06,2023-01-05,1330,Van Nuys,BURGLARY,45,M,A,,Invest Cont,4600    SUNNYSLOPE                   AV
230804066,2023-01-01,2023-01-01,1730,West LA,BATTERY - SIMPLE ASSAULT,35,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100    FISKE                        ST
230809975,2023-05-23,2023-05-22,1930,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,F,W,,Invest Cont,11700    MAYFIELD                     AV
230709249,2023-05-04,2023-05-04,0030,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,M,H,,Invest Cont,1900    LA CIENEGA                   BL
232107305,2023-03-09,2023-03-01,2250,Topanga,THEFT OF IDENTITY,58,M,W,,Invest Cont,20600    RUNNYMEDE                    ST
221320381,2022-11-03,2022-11-03,0001,Newton,THEFT OF IDENTITY,27,F,B,,Invest Cont,2600 S  GRAND                        AV
220412511,2022-08-26,2022-08-26,1120,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED,67,F,H,VERBAL THREAT,Adult Other,2400 E  7TH                          ST
231607892,2023-05-03,2023-05-02,0330,Foothill,THEFT PLAIN - PETTY ($950 & UNDER),24,M,H,,Invest Cont,12000    WILLARD                      ST
221215786,2022-07-15,2022-07-15,1445,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,57,M,B,VERBAL THREAT,Invest Cont,MANCHESTER                   AV
221013480,2022-08-31,2022-08-29,1745,West Valley,BURGLARY FROM VEHICLE,32,M,W,,Invest Cont,15600    SATICOY                      ST
231408137,2023-04-09,2023-04-09,0300,Pacific,BRANDISH WEAPON,36,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11400    CULVER                       BL
221014275,2022-09-18,2022-09-18,1500,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,H,,Invest Cont,7300    BALBOA                       BL
222111734,2022-07-15,2022-07-15,1900,Topanga,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),50,M,W,,Invest Cont,21700    VICTORY                      BL
221115570,2022-10-26,2022-10-25,2200,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,F,W,,Invest Cont,PALMERSTON                   PL
230109991,2023-04-05,2023-04-05,1430,Central,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    MAPLE                        AV
220714514,2022-09-26,2022-09-25,1700,Wilshire,BATTERY - SIMPLE ASSAULT,29,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500    3RD                          AV
220616585,2022-09-25,2022-09-25,1600,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5400    SANTA MONICA                 BL
221224332,2022-11-29,2022-11-29,0600,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,M,H,,Invest Cont,1300 W  59TH                         ST
231212919,2023-05-28,2023-05-28,0200,77th Street,ROBBERY,32,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7300 S  FIGUEROA                     ST
220412634,2022-08-30,2022-08-30,2015,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2400    FOLSOM                       ST
221220293,2022-09-01,2022-07-13,0930,77th Street,THEFT OF IDENTITY,36,F,B,,Invest Cont,900 W  75TH                         ST
230205664,2023-02-06,2023-01-31,2035,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,H,,Invest Cont,500    UNION                        DR
221110645,2022-06-21,2022-06-16,0930,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),50,M,F,,Invest Cont,3600    VERDUGO                      RD
220620731,2022-12-29,2022-12-04,1328,Hollywood,BURGLARY FROM VEHICLE,30,M,K,,Invest Cont,2700    CANYON                       DR
230709542,2023-05-12,2023-05-12,1745,Wilshire,SHOTS FIRED AT INHABITED DWELLING,25,F,W,UNKNOWN FIREARM,Invest Cont,700 N  SPAULDING                    AV
221224669,2022-12-06,2022-12-04,0800,77th Street,THEFT OF IDENTITY,44,F,B,,Invest Cont,1700 W  52ND                         ST
221216194,2022-07-13,2022-07-06,0655,77th Street,THEFT OF IDENTITY,49,M,B,,Invest Cont,7000    DENVER                       AV
231307295,2023-03-05,2023-03-05,1225,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,W,HAND GUN,Adult Arrest,700 E  61ST                         ST
231904911,2023-01-25,2022-12-06,1015,Mission,THEFT OF IDENTITY,26,F,H,,Invest Cont,12700    ENCINITAS                    AV
220616966,2022-10-03,2022-10-03,1750,Hollywood,BATTERY - SIMPLE ASSAULT,57,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6100    ELEANOR                      AV
